Unnamed,Source,Category,Date,Author,Title,Tags,Subtitle,Content
0,bloombergquint,['technology'],10/29/2017 23:19,Yuji Nakamura,"China's Bitcoin Barons Seek New Life in Japan, Hong Kong",[],(Bloomberg) -- China?s largest cryptocurrency operators are proving hard to keep down.,"['(Bloomberg) -- China?s largest cryptocurrency operators are proving hard to keep down.', 'From OKCoin toBinance.com, Chinese exchanges and wallet services are seeking a second life in friendlier Asian jurisdictions as the mainlandclamps downon trading and coin offerings. They?re applying for licenses in Japan -- solo or via partners -- setting up over-the-counter shops in Hong Kong, or laying the groundwork to operate from Singapore and South Korea.', 'Forced out of their own home turf, the players that once dominated the world?slargestdigital currency market are betting that investors harboring an insatiable demand for alternative investments will follow.\xa0Going abroad may help operators hedge risks, attract new customers and stake out other corners of the$170 billionindustry.', '?China used to account for a significant share of the cryptocurrency market, so we think the demand is there,"" said Hong Kong-basedLennix Lai, the financial market director for\xa0OKEx, which is backed by OKCoin. ?As formerly one of the biggest operators in China, we think we have a good chance of competing globally.?', 'Exchange startups live or die by their ability to execute transactions, which is why it matters where their operations and servers are located. China?s crackdown means those marketplaces are forced to shift resources en masse.', 'Japan has emerged as a safe haven for many operators because of favorable policies: the domestic financial regulator approved11exchanges in September alone,\xa0with some like BTCBox already servicing a wide base of Chinese customers.\xa0The agency?s close involvement reflects a desire to\xa0root out money laundering and also prevent another fiasco like the collapse of Mt. Gox. That helped Japan regain its title as the world?slargestcryptocurrency market in past weeks.', 'There?re at least 19 companies applying for a Japanese license.Zhao Changpeng, CEO\xa0of exchange operator Binance.com, says he too is looking for local partners and even\xa0considering acquiring an operational exchange. Others including Beijing-basedBixinhave also expressed interest. Its overseas app is known as Pocket IM, a messaging service that doubles as a bitcoin wallet.\xa0The initial reception has been warm.', '?We?re talking to almost all of those guys. They?re all desperate now,? saidMike Kayamori, head of Tokyo-basedQuoine, which last month won a license to operate a bitcoin exchange in the country.\xa0Kayamori expects to sign a deal with a Chinese partner by the end of the year. ?There?s a lot of Chinese retail people reaching out to us, but we can?t handle it. So if a Chinese partner can handle all of those and they connect to us, that will be much easier.?', 'OKEx is one of those going it alone, and in Hong Kong.\xa0It wants to corral Chinese investors who?ve resorted to peer-to-peer trading\xa0over messaging apps like Telegram since the clampdown: basically Chinese investors can\xa0still buy from individuals who?ve access to overseas markets.', 'OKEx wants to scale that by rolling out its own over-the-counter trading platform in Hong Kong. They?re now trying to recruit people to act as third-party market makers, who?ll chaperone deals, make money off a spread and then split the revenue with OKEx. Lai expects to attract customers mostly from China, Russia and the U.K.', 'Others are exploring Singapore as a backup option, though the island nationhas yetto enact specific regulations.Bitmain, which operates the world?s largest mining collective, said it?s opening a regional headquarters there. Co-founder Wu Jihan said he wants to recruit talent from Southeast Asia, and tap a hub of commerce that serves as research bases for the likes of Nvidia Corp. and Alphabet Inc.', 'Wherever Chinese operators end up, one thing is clear: as regulatory winds continue to shift, exchanges and other cryptocurrency players need to be nimble enough to swiftly operate and move across various jurisdictions.', '?Countries that adopt more lenient policies toward this space will become the winners of the crypto economy,? saidJake Smith, general manager at bitcoin.com.', '', '', '©2017 Bloomberg L.P.']"
0,bloombergquint,['technology'],1/24/2018 22:31,Jeremy Kahn,"Google CEO Is Open to Paying More Tax, But Question Is Where",[],"(Bloomberg) -- Google is willing to pay more tax globally, Sundar Pichai, the chief executive officer of the largest business unit of Alphabet Inc., said Wednesday at the World Economic Forum in Davos, Switzerland.","['(Bloomberg) -- Google is willing to pay more tax globally, Sundar Pichai, the chief executive officer of the largest business unit of Alphabet Inc., said Wednesday at the World Economic Forum in Davos, Switzerland.', '""We are happy to pay more tax, whatever the world agrees to,"" Pichai said, noting that the company?s current blended global tax rate is 20 percent. But he said the question was where Google should pay.', 'Critics have accused large U.S. technology companies like Google of paying too little tax outside the U.S., despite deriving a large portion of their revenue from these other countries.', 'Pichai said that as Google hired more engineers globally -- for instance, in France, where Googlesaid this weekthat it would add more engineering and research staff -- it would equalize the distribution of its tax payments across different countries.', 'In a wide-ranging question-and-answer session with WEF founder and executive chairman Klaus Schwab, Pichai touched on a number of other hot button subjects, from anti-trust complaints about Google to extremist content on its YouTube service.', 'In responding to questions about the European Commission?s decisionlast yearto fine Google 2.4 billion euros ($3 billion) for abusing its dominant market position in search, Pichai said the company believed its service had benefited consumers.', '""Even when you put the user first there can be winners and losers,"" he said. ""But we are confident the product we have benefits the consumers in Europe and that is what we have tried to emphasize.""', 'Asked about whether social media companies, including Google?s YouTube, should decide what content constitutes extremism or hate speech, Pichai said he did not think internet giants should be turned into the de facto arbiters.', 'Germany has begun enforcing Europe?s toughest law aimed at reining in hate speech and fake news on social media, threatening to fine tech firms as much as 50 million euros ($61 million) if they refuse to delete illegal posts.', 'Pichai?s views echo the thought of Elliot Schrage, Facebook Inc.?s vice president of public policy. Speaking at the DLD conference in Munich on Sunday, Schrage said Germany?s new law ""places the responsibility for us to be judge and jury and enforcer, determining what is legally required or not, on the private sector, on us as a platform,"" he said. ""And I think that?s a bad idea.""', 'Pichai said Google had tried to avoid this dilemma by relying on non-governmental groups that combat terrorism and extremism to guide its decision-making. But he said it was also helpful when governments had clearer definitions of what is allowed.', 'Klaus pressed Pichai about James Damore, a Google engineer fired after circulating a manifesto questioning women?s engineering abilities, and accusing Google of having too politically-correct a corporate culture. Damoreis now suing Googlefor discrimination.', '""The participation of women in tech is very, very low, but technology products affect everyone,"" Pichai said, defending Google?s emphasis on gender diversity. ""The only way to fix that is to involve more women in the development of technology.""', 'Pichai said he was glad that Damore?s manifesto had prompted an open discussion of the issue but that he wanted ""an inclusive culture for all Googlers.""', 'The CEO repeated his assertion, made earlier this week at a pre-Davos forum, that the advent of artificial intelligence would be more important to humanity than either the mastery of fire or electricity.', 'He said that while there were legitimate concerns about AI, it was important not to lose sight of its potential benefits.', '""The risks are substantial, but the way you solve it is by looking ahead, thinking about it, thinking about AI safety from day one, and to be transparent and open about how we pursue it,"" he said.', 'Countries should come together and agree not to use AI for military purposes, Pichai said.', 'He also said that the militarization of AI was unlikely to give a long-lasting advantage to any nation. ""AI is a great equalizer,"" he said. ""It?s tough to weaponize because everyone will have the same ability to get you back.""', '', '', '©2018 Bloomberg L.P.']"
0,bloombergquint,['technology'],1/25/2018 9:22,Todd Shields,Net Neutrality Movement Finds a Fast-Food Friend in Burger King,[],(Bloomberg) -- An unlikely voice has joined the passionate debate over internet regulation known as net neutrality: Burger King.,"['(Bloomberg) -- An unlikely voice has joined the passionate debate over internet regulation known as net neutrality: Burger King.', 'The fast-food chain released a nearly 3 minutevideoon YouTube that portrays the downside of being asked to pay more for speedier service. In it, customers at a Los Angeles restaurant impatiently wait at the counter for Whoppers while others who, they are told, had paid more, received faster service.', 'The customers are baffled, such as the hungry diner waiting for what turns out to be a slow-access Whopper. ""Wait. What?"" he exclaims.', '""Whopper neutrality was repealed,? a counter worker explains.', '?We believe the internet should be like Burger King restaurants, a place that doesn?t prioritize and welcomes everyone,? Fernando Machado, Burger King?s global chief marketing officer, said in a statement. ""That is why we created this experiment, to call attention to the potential effects of net neutrality.?', 'Burger King restaurants are independent franchisees but the brand is owned by Restaurant Brands International, based in Ontario, Canada.', 'Wonks and politicians perked up.', '?Must watch,?tweetedHawaii Democratic Senator Brian Schatz, who has criticized Federal Communications Commission Republicans for their December vote to eliminate rules forbidding broadband providers such as AT&T Inc. and Comcast Corp. from blocking or slowing web traffic.', '?When it comes to the internet, consumers and innovators deserve to have it their way -- not big corporations,? Connecticut?s Richard Blumenthal, another Democratic senator, said ina tweet.', 'Some panned the ad.', '?Burger Kingunderstands net neutrality even less than their people-on-the-street, who at least know they are ignorant,? tweeted Phil Kerpen, president of the group American Commitment, which backed the Republican proposal to roll back Obama-era rules.', 'At the end of the video, the chain?s King mascot sips from a giant mug bearing the logo of Reese?s candy. It?s an unmistakable reference to\xa0U.S. Federal Communications Commission chairman Ajit Pai, who wields a large mug emblazoned with the Reese?s image at agency meetings.', 'Pai steered the agency in December to a party line vote that eliminated Obama-era rules on net neutrality.', '', '', '©2018 Bloomberg L.P.']"
0,bloombergquint,['technology'],1/25/2018 9:32,Ian King,Apple Is Poised to Gain Even as Broadcom Takes Over Supply Chain,[],(Bloomberg) -- Big takeovers have a way of placing pricing power in the hands of the merging companies.,"['(Bloomberg) -- Big takeovers have a way of placing pricing power in the hands of the merging companies.', 'So when Broadcom Ltd. went public with ahostile $105 billion bidfor Qualcomm Inc. -- potentially creating a colossal maker of chips used in wireless handsets -- mobile phone makers had cause for concern. Chief among them: Apple Inc.', 'If Broadcom succeeds in buying Qualcomm, itself seeking to close a deal for chipmaker NXP Semiconductors NV, the transactions would bring a quarter of the chip suppliers used in the iPhone X\xa0under one roof. That kind of market concentration should be anathema to a customer like Apple Chief Executive Officer Tim Cook, a master manager of his company?s long, diverse, global chain of parts providers.', '?Does he really want one guy to have that much power over the supply chain?? said Mike Walkley, an analyst at Canaccord Genuity.', 'Yet Apple isn?t grousing publicly and Hock Tan, Broadcom?s CEO, has suggested that Apple is comfortable with the deal. ?We would not undertake this if we are not highly confident our common key customers would embrace it,? he said late last year. That?s a contrast to some Android phone makers that havecomplained openlyabout the proposal. Apple declined to comment.', 'Apple isn?t complaining because a Broadcom acquisition of Qualcomm would probably save the iPhone maker billions of dollars in licensing fees while posing risks for Apple?s key smartphone competitors.', 'In what would be a clear boon to Apple, Broadcom plans to close Qualcomm?s licensing business over time because it causes too much friction with customers, according to people familiar with its plans.', 'For years, Qualcomm was the sole provider of modem chips for iPhones and iPads, but nowadays Apple is designing more of its own components, making the companies more like rivals than supply chain partners.', 'Qualcomm also charges Apple and other phone makers\xa0license fees from patents covering the fundamentals of all modern handsets. The levy, a percentage of the price of each device sold, has been Qualcomm?s main source of profit and costs Apple about $2 billion a year, analysts estimate.', 'Apple stopped paying last year and accused Qualcomm of illegally using its dominance in cell phone chips to demand inflated licensing fees. Once in control, Broadcom could save Apple money by ending those fees.', '?They think it?s done. They want to get rid of licensing,? said Stacy Rasgon, an analyst at Sanford C. Bernstein. ?If you buy a chip from them, you wouldn?t need a license. If I?m Apple, I?m going to probably pay less.?', 'Broadcom ownership of Qualcomm may also hobble competing smartphone makers, according to Carolina Milanesi, an analyst at Creative Strategies. Qualcomm?s licensing profits have funded deep research and development that?s improved mobile internet connections and turned phones into pocket-sized computers. Those benefits go to all industry players, not just Apple, though.', 'Apple can charge $1,000 for a phone because consumers believe the iPhone is the best performing device. In China, that premium position has been\xa0eroded by Android-based local phone makers like Oppo and Vivo, that rely heavily on Qualcomm chips. The competition from Qualcomm-dependent rivals lessens the value of Apple?s component designs and creates more tension with Qualcomm.', 'Qualcomm is ?lowering the innovation that vendors in the Android ecosystem have to put in, so they?re making it easier to compete with Apple,"" Milanesi said. ?Qualcomm invests a lot in innovation and driving things forward, which creates more of a competition for what Apple is doing in chips.?', 'Broadcom executives plan to reduce spending on R&D to 15 percent of revenue from about 19 percent. An independent Qualcomm wants to splurge almost a quarter of sales on R&D. That equals about $5.5 billion a year invested by Qualcomm, compared with about $3.2 billion at Broadcom.', 'While Broadcom spends less than Qualcomm, the budget is heavily focused on improving its Wi-Fi chips and other components where it currently dominates, according to Broadcom Chief Technical Officer Henry Samueli.', 'That?s less threatening than Qualcomm?s R&D efforts, which often take it into new territory where Apple is investing heavily, too. Earlier this month, the chipmaker unveiled a wireless headphone chip that it said works better than the Apple-designed processor in AirPods.', 'Rather than spending money and time inventing technology that could compete with Apple in a decade, Broadcom aims to support Apple?s and other phone makers? near-term goal of releasing the most-advanced smartphone every year.', '?We?re not looking at starting totally new projects where maybe five to ten years from now they may generate revenue, they may generate profitability,?\xa0said Samueli. ?We?re going after real projects that are in the pipeline with customers lined up and ready to go.?', '', '', '', '©2018 Bloomberg L.P.']"
0,bloombergquint,['technology'],1/25/2018 12:45,Jenny Surane,Discover CEO Says There's a Reason Cardholders Can't Buy Bitcoin,[],(Bloomberg) -- Discover cardholders pose the question on Bitcoin forums every so often: Do any cryptocurrency exchanges accept their cards?,"['(Bloomberg) -- Discover cardholders pose the question on Bitcoin forums every so often: Do any cryptocurrency exchanges accept their cards?', 'It turns out, Discover Financial Services isn?t interested in that market.', 'Financing purchases of virtual currencies creates headaches for banks that are required to monitor transactions for money laundering, Discover Chief Executive Officer David Nelms said Wednesday in a phone interview. Digital coins are attractive to criminals looking to hide illicit funds and to other people trying to evade the government?s eye.', '?It?s crooks that are trying to get money out of China or wherever,? he said. ?Or if someone steals our credit card numbers they?re going to ask for payments in Bitcoin. Those are the only use cases I?m actually seeing today.?', 'Credit card issuers have come down on all sides of the debate. Capital One Financial Corp. wrote on Twitter last week that it started declining purchases of cryptocurrencies ?due to the elevated risks of fraud, loss and volatility.? Many other banks, however, do allow customers to buy digital coins with their Visa or Mastercard. And Discover might yet reconsider its stance if everyday cardholders push for it, said Nelms, 56. For now, at least, ?it?s not like our customers are clamoring to use it,? he said.', 'Nelms commented after Discover said fourth-quarter profit fell 31 percent to $387 million, hurt by a $189 million charge related to tax reform. Adjusted earnings per share were $1.51. Analysts surveyed by Bloomberg had estimated $1.54.', '', '', '©2018 Bloomberg L.P.']"
0,bloombergquint,['technology'],1/25/2018 19:00,Lulu Yilun Chen,Tencent Backed Super-App Emerges to Rival its Own WeChat,[],(Bloomberg) -- Meituan is the kind of Chinese technology company few people outside the country understand.,"['(Bloomberg) -- Meituan is the kind of Chinese technology company few people outside the country understand.', 'That?s because its services aren?t quite like anything you might find abroad. Meituan has a restaurant review feature sort of like Yelp, but its app also lets you order off the menu from your phone the minute you sit down. You can settle your check with the Meituan app, book a karaoke room across town, select a song list and then hail a car for the trip over.', 'That makes it a serious contender in the super-app stakes, with capabilities to rivalWeChat, an app from messaging giant Tencent Holdings Ltd. -- ironically one of Meituan?s most prominent backers. The startup is already the world?s fourth mostvaluableand is emblematic of a new generation of up-and-comers thatthreatensa cozy duopoly enjoyed by Tencent and Alibaba Group Holding Ltd.', 'Leading the drive is Wang Xing,\xa0a hard-charging 38-year-old who founded the$30 billionbehemoth. The inveterate entrepreneur is taking Meituan beyond its base of restaurant reviews and digital coupons into the alien territory of digital payments and even ride-hailing.\xa0Meituan already helps more than 4 million merchants hawk everything fromfood deliveryto apartment rentals and travel packages to\xa0a user base about the size of the U.S. population.', 'For now, the giant startup?s careful to emphasize it?s not trying to undermine Tencent, merely testing the waters and harnessing its user base. To that end, it?s opening its platform to third-parties and plotting an expansion into at least 10 new verticals,\xa0said Chen Shaohui, a senior vice president overseeing strategy.', '?Our services are location-based, that?s why we want our products to cover all aspects of life,? Chen said in an interview. ?We are a company that focuses on fast upgrades in our battle strategy. We are very open to seeing what works.?', '?In any business we get into, we?ll start small. If it works, then we go big,? he added.', 'Read more: This Little-Known Startup Just Hit a Valuation of $30 Billion', 'Fueled by $7.3 billion in funding over the past two years, Meituan is the standard-bearer for a gaggle of upstarts from\xa0Uber-vanquisher Didi Chuxing to\xa0news-video juggernaut Toutiao angling to up-end an industry that orbits around the twin suns of Alibaba and Tencent. They?re charting their own course and already looking beyond China: Didi for one is venturing intobike-sharingandacquiringBrazil?s top ride-hailing service.', 'Meituan too has come a long way from when it was considered a pawn in Tencent?s internecine struggle against its arch-foe.\xa0The company is a leader in ?online-to-offline? or internet consumer services, created through a merger of Meituan -- then backed by Alibaba -- and Dianping in 2015. That $15 billiondeal, engineered by Tencent and other investors, was an attempt to curb wasteful spending on marketing and subsidies. Alibaba subsequently went its own way, setting up its own local services unit Koubei with affiliate Ant Financial.', '?Meituan and Didi definitely have the ambition,? said Zhou Xin, an internet consultant with Beijing-based Trustdata. ?Alibaba and Tencent have been paying close attention to these smaller companies, because even if Meituan and Didi don?t have the clout to overthrow them anytime soon, the smaller two could affect the power dynamics significantly.?', 'Of the two, Beijing-based Meituan\xa0seems more adventurous. Meituan said this month it?s planning to offer taxi and car-hailing services in seven cities including Beijing and Shanghai.', 'It remains to be seen how Tencent will handle the conflict. Chen brushes aside speculation Meituan?s trying to undermine WeChat,\xa0which also offers similar services.', '?Meituan has now expanded into every vertical in the service sector,? said Steven Zhu, a Shanghai-based analyst with Pacific Epoch. ?The key logic behind all these moves is that it wants to capture as much traffic as possible.?', 'Payments are an area of focus for Tencent because of its potential to illuminate purchasing behavior. Billionaire Jack Ma?s Alipay still accounts for the majority of online payments -- roughly 54 percent as of the end of September. But that?s a far cry from 80 percent just four years ago. Tencent now accounts for about 40 percent, according to research firm Analysys International.', 'Now Meituan has begun promoting the use of its own digital wallet on its app: it handles about a fifth of transactions from its 300 million-plus users. Tencent accounts for about 60 percent, whereas Alipay and others contribute about 20 percent, Chen said. And it?s now offering to connect third-party merchants and service providers to its own back end.', '?The reason we are promoting our own payments is because this will make the experience better for people who frequently use our platform,? Chen said.', 'Meituan?s rapid diversification however threatens to dilute its focus, in an industry where the biggest players switch positions routinely and expansion often entails serious cash burn. Those risks were underscored by tech conglomerate LeEco?simplosion.', 'Meituan was the leader in a$38 billionfood delivery arena,\xa0linking some 2 million restaurants across the country -- but Alibaba-backed Ele.me now leads in app installations, according to research firm Jiguang.', 'In travel, Meituan?s won the backing of Priceline Group Inc. but remains an also-ran against Ctrip.com International Ltd. and Alibaba?s ?Fliggy.? And in ride-hailing, it?s up against Tencent-backed Didi.', 'Read more: China?s Tech Titans Take Their Battle to a New Frontier: Travel', 'Still, Meituan and its peers have little recourse but to explore new markets.', '?The companies are hitting a ceiling in their own fields as they maximize the returns,? Zhou said. ?Yet they all want high valuations and that?s why they need to expand. It?s very likely that we?ll see many becoming all-in-one super apps.?', '', '', '', '©2018 Bloomberg L.P.']"
0,bloombergquint,['technology'],1/25/2018 23:15,Mark Gurman,Samsung Says It Will Unveil New Flagship Phone Feb. 25,[],"(Bloomberg) -- Samsung Electronics Co. said it will unveil its next flagship smartphone line, dubbed the Galaxy S9, during the Mobile World Congress on Feb. 25 in Barcelona.","['(Bloomberg) -- Samsung Electronics Co. said it will unveil its next flagship smartphone line, dubbed the Galaxy S9, during the Mobile World Congress on Feb. 25 in Barcelona.', 'Bloomberg News reported last month that the device would belaunchedin late February. The phone will look similar to the existing Galaxy S8 line, but will include an upgraded camera system, people familiar with the matter said last month.', 'The new models will hit the market just months after Apple Inc.?s iPhone X, the main competitor to the high-end Samsung smartphone.', '', '', '©2018 Bloomberg L.P.']"
0,bloombergquint,['technology'],1/26/2018 7:10,Yoolim Lee,Uber's Khosrowshahi to Make First Asia Visit as CEO in February,[],(Bloomberg) -- Uber Technologies Inc.?s Dara Khosrowshahi has scheduled his first visit to Asia since taking over as chief executive officer amid questions about the ride-hailing giant?s future in the region.,"['(Bloomberg) -- Uber Technologies Inc.?s Dara Khosrowshahi has scheduled his first visit to Asia since taking over as chief executive officer amid questions about the ride-hailing giant?s future in the region.', 'Khosrowshahi will visit Japan and India during the week of Feb. 19 to meet business and government leaders, said Chris Brummitt, a spokesman for Uber. The CEO will discuss ways in which the U.S. company can serve riders, drivers and cities.', 'Since taking over last summer, the CEO has been on a charm offensive to improve Uber?s image after a series of controversies thatled to the ousterof his predecessor, Travis Kalanick. Khosrowshahi has said the company must work more closely with regulators rather than the more combative approach taken by the former CEO.', 'The company recently finalized a deal that makes Japan?s SoftBank Group Corp. its largest shareholder, prompting speculation it will play a consolidating role in Asia, where Uber competes head to head with India?s Ola and Southeast Asia?s Grab.', 'Rajeev Misra, a SoftBank executive joining Uber?s board, suggested in a recent interview with the Financial Times that Uber focus on core markets such as the U.S., Europe, Latin America and Australia. In an interview at Davos this week, Khosrowshahi disagreed, saying the company would be ""leaning forward"" to expand.', '', '', '©2018 Bloomberg L.P.']"
0,bloombergquint,['technology'],1/26/2018 17:37,Selina Wang,Twitter Is Said to Work on Snapchat-Style Tool for Videos,[],"(Bloomberg) -- Twitter Inc. is working on a new Snapchat-style feature that makes it easier to post videos on the social-media company?s app, according to people familiar with the matter, aiming to attract more users and cement a nascent turnaround.","['(Bloomberg) -- Twitter Inc. is working on a new Snapchat-style feature that makes it easier to post videos on the social-media company?s app, according to people familiar with the matter, aiming to attract more users and cement a nascent turnaround.', 'The San Francisco-based company has a working demo of the camera-centered product, according to people who have seen it, but the design hasn?t been finalized, nor has the timing of its debut. The tool could change significantly over the next several months, they said, asking not to be identified because the product hasn?t been publicly disclosed. The goal of the new feature is to entice people to share video clips of what?s happening around them. Twitter declined to comment.', 'Social-media leader Facebook Inc. has famously copied innovations from Snap Inc.?s Snapchat, a mobile app focused on ephemeral photos and videos that?s popular with younger audiences. Twitter?s latest change suggests that Chief Executive Officer Jack Dorsey is taking cues from the newer company as well. Dorsey in the past has praised Snapchat, calling the app""very modern""and admitting that Twitter can be ""confusing."" The Snapchat app opens first to a camera. With just a swipe, users can see photo and video messages from friends or content from media partners.', 'The new product targets the relatively cumbersome process of sharing videos or photos on Twitter,\xa0whose social network lets people post real-time updates of up to 280 characters and follow others? feeds. Now, users have to open the Twitter app, click the compose button, find the camera button, take the video or picture, then click on the tweet button. The goal of this product is to reduce the number of steps.', 'After several years of stagnant growth, Twitter is showing signs of a resurgence. Since co-founder Dorsey returned to the helm in 2015, he?s tried to make Twitter a destination for a ""what?s happening now,"" striking live-video streaming partnerships and tweaking the user interface. He has made changes across Twitter?s timeline, notifications, the Explore tab and interface that have made the platform easier to use.Analystshave credited those changes as a part of the reason why users are returning more frequently to the platform on a daily basis.', 'Bloomberg LP produces TicToc, a global breaking news service for Twitter?s site.', 'Twitter shares gained as much as 1.4 percent early Thursday. Snap fell as much as 5.1 percent amid concern about further competition for the features that once made its app unique.', '""Snap is on shaky ground so any iterative news on encroachments of their product experiences is bound to spook,"" said James Cakmak, an analyst at Monness Crespi Hardt & Co. Still, even though Twitter?s new feature could increase engagement from its existing user base, it may not be enough to draw in people who don?t already use the platform, he said. ""It doesn?t solve the long-term challenges facing the company.""', '', '', '©2018 Bloomberg L.P.']"
0,bloombergquint,['technology'],1/27/2018 9:33,Christoph Rauwald,Porsche CEO Says Sports Cars to Live on in Electric Robotaxi Era,[],(Bloomberg) -- Porsche AG will pursue a three-pronged strategy to diversify its lineup as the German manufacturer gears up for the rollout of its first all-electric sports car next year to tackle a fundamental industry shift toward battery-powered vehicles.,"['(Bloomberg) -- Porsche AG will pursue a three-pronged strategy to diversify its lineup as the German manufacturer gears up for the rollout of its first all-electric sports car next year to tackle a fundamental industry shift toward battery-powered vehicles.', '?There will be a triad: plug-in hybrids, emotional sports cars with combustion engines and sporty electric vehicles,? Chief Executive Officer Oliver Blume said Thursday evening at the Porsche museum in Stuttgart, Germany, celebrating the 70th anniversary of its first sports car, the 356. The roadster was manufactured in Gmuend, Austria, and marked the beginning of Porsche?s own vehicle production after the company previously provided engineering for other manufacturers.', '?There will always be demand for intelligent sporty mobility,? Blume said. ?At Porsche the driving experience will always be at the forefront, but in a traffic jam or when you park a car the driver might want to hand over control of the vehicle,? he said.', 'Porsche is the most profitable brand of Volkswagen AG, the world?s largest automaker, and is seeking to protect its industry-leading margins even as spending surges for development of electric vehicles and digital services. Maintaining Porsche?s earnings is crucial for Volkswagen because Audi, the division that?s the largest profit contributor in absolute terms, has lost ground in sales to Mercedes-Benz and BMW AG and continues to struggle with the fallout from the group?s diesel-emissions scandal.', 'Porsche?s global deliveries reached a fresh annualrecordin 2017, with demand rising almost 4 percent to 246,000 cars. Rapid volume growth in recent years has been largely driven by adding the compact Macan sport-utility vehicle to the lineup. Gains might slow in 2018 as Porsche said it aims to ?stabilize? deliveries and safeguard the marque?s exclusivity. Still, the introduction of a revampedversionof the Cayenne sport-utility vehicle in\xa0China and the U.S., Porsche?s two largest markets, should support demand this year.', 'Robust sales and healthy returns are strengthening Porsche?s financial muscle to introduce the all-electricMission Ecoupe in 2019 and subsequently add more partly and fully electric vehicles across its lineup. Customer feedback has been encouraging so far, with some 60 percent of buyers of the updated Panamera four-door coupe in Europe opting for the hybrid version. The technology for the next generation of Porsche?s iconic 911 sports car will also allowintegrationof a battery that could provide extra boost.', '?We have everything it takes for the next 70 years,? Blume said. But risks remain as ?the world is changing rapidly.?', '?The future of Porsche also hinges on the success? of the Mission E electric car, he said.', '', '', '©2018 Bloomberg L.P.']"
