,Source,Category,Date,Author,Title,Tags,Subtitle,Content
0,Rueters,['Politics'],"January 9, 2018 /  7:16 PM /",Reuters Staff,Twitter misses deadline to provide information to U.S. Senate,[],"['WASHINGTON (Reuters) - Twitter Inc. missed a deadline on Monday to provide the U.S. Senate Intelligence committee with information about alleged Russian efforts to interfere in the 2016 U.S. election, a spokeswoman for the committee’s top Democrat, Senator Mark Warner, said on Tuesday.']","['WASHINGTON (Reuters) - Twitter Inc. missed a deadline on Monday to provide the U.S. Senate Intelligence committee with information about alleged Russian efforts to interfere in the 2016 U.S. election, a spokeswoman for the committee’s top Democrat, Senator Mark Warner, said on Tuesday.', 'The social media company had been asked to provide written answers to questions from the intelligence panel as it conducts one of the major congressional investigations into the alleged Russian activity and alleged collusion between Republican President Donald Trump’s campaign and Moscow.', 'Russia denies any election meddling and Trump has denied any collusion.', 'Facebook and Google met the intelligence committee deadline.', 'Twitter said it “looked forward to finalizing” its responses to the intelligence committee soon.', '“We are continuing to work closely with committee investigators to provide detailed, thorough answers to their questions,” it said in a statement. “As our review is ongoing, we want to ensure we are providing Congress with the most complete, accurate answers possible.”', 'Warner blasted Twitter after it testified behind closed doors to the committee in September, saying company officials had not answered many questions about Russian use of the platform and that it was still subject to foreign manipulation.', 'Congressional investigators have called technology companies to testify repeatedly as they look into the issue.', 'A separate Senate panel, the Committee on Commerce, Science and Transportation, said it would convene a hearing on Jan. 17 looking into whether technology companies are doing enough to combat terrorism on social media.', 'Officials from Facebook Inc., the YouTube unit of Alphabet Inc.’s Google and Twitter will be testifying at a hearing titled “Terrorism and Social Media: #IsBigTechDoingEnough?” the committee said.', 'Reporting by Patricia Zengerle; Additional reporting by Dave Ingram in San Francisco; Editing by Bill Trott and Susan Thomas']"
0,Rueters,['Business News'],"January 9, 2018 /  6:44 PM /",Noel Randewich,"Eastman Kodak unveils cryptocurrency, stock doubles",[],"['go is shown on a booth during the 2017 CES in Las Vegas, Nevada, U.S']","['SAN FRANCISCO (Reuters) - Shares of Eastman Kodak Co (KODK.N) more than doubled on Tuesday after the one-time leader in photography became the latest company to jump on the cryptocurrency bandwagon.', 'The storied Rochester, New York-based company said in a statement it is launching a cryptocurrency called “KODAKCoin” for photographers, part of “KODAKOne,” an image rights management platform in a licensing partnership with WENN Digital.', 'The platform uses blockchain technology, the backbone of bitcoin and other digital currencies that have surged in recent months and raised fears of a price bubble.', 'The stock was last up 92 percent at $5.95 in midafternoon trading on the New York Stock Exchange, off an earlier high at $6.65.', 'The film pioneer founded over a century ago has struggled to transform itself into an imaging software and technology company. Kodak was a Dow Jones Industrials.DJIcomponent until April 2004, and its stock has slumped 90 percent since it emerged from bankruptcy in 2013.', 'Several other companies in recent weeks have been rewarded with sharp rises in share price after announcing their transformation into cryptocurrency businesses.', '“This is getting ridiculous,” said Dennis Dick, a proprietary trader at Bright Trading LLC in Las Vegas. “From a fundamental point of view, none of this makes sense.”', 'Riot Blockchain (RIOT.O) shares have tripled since October when the former biotechnology firm changed its name and said it was revising its business focus to bitcoins.', 'Soft drinks maker Long Island Iced Tea has more than doubled since it said it was shifting its focus to blockchain technology and changing its name to Long Blockchain Corp (LBCC.O).', 'Also on Tuesday, Inpixon (INPX.O) surged 9 cents or 40 percent to 31 cents per share after the data analytics company announced it would adopt blockchain technology.', 'WENN Digital belongs to WENN Media, which provides photos to websites and media.', 'Reporting by Noel Randewich, Editing by G Crosse and Matthew Lewis']"
0,Rueters,['Business News'],"January 9, 2018 /  6:14 AM /","Paul Lienert,Joseph White",GM races to build a formula for profitable electric cars,[],"['A 2018 Chevrolet Bolt EV is displayed during  the North American International Auto Show in Detroit, Michigan, U.S., January 9', 'Mark Reuss, President of General Motors North America, introduces the 2016 Chevrolet Bolt EV electric vehicle (R) and the Cruze hatchback at the North American International Auto Show in Detroit, Michigan, U.S., January 11']","['DETROIT (Reuters) - General Motors Co Chief Executive Mary Barra has made a bold promise to investors that the Detroit automaker will make money selling electric cars by 2021.', 'What Barra has not explained in detail is how GM intends to do what, so far, no major automaker has done.', 'The answer is a big bet on combining proprietary battery technology, a low-cost, flexible vehicle design and high-volume production mainly in China, according to six current and former GM and supplier executives and six industry experts interviewed by Reuters.', 'If GM can meet Barra’s ambitious profitability target, then it will house two different businesses by the mid-2020s: A traditional focus in North America on trucks, sport utility vehicles and cars fueled with petroleum, and a global electric car company centered in China, branching into pay-per-use services such as robotaxis.', 'Barra’s promise to turn a profit is a bold claim in a market segment that has been driven more by government policy than consumer demand, and where Tesla Inc - the world’s largest electric-vehicle manufacturer - is burning through more than $1 billion in cash each quarter selling premium-priced vehicles.', 'Barra and GM have invested heavily in the electrification strategy, and worked during the past year to persuade investors that GM can compete with Tesla by building on the success of the automaker’s latest electric vehicle, the Chevrolet Bolt EV, and cutting costs along the way.', 'A key element of the plan, according to two people familiar with the company’s strategy, is slashing the amount of cobalt in GM’s new EMC 1.0 battery system. The price of cobalt –  the single most costly ingredient in current lithium-ion battery cells - has soared in the past two years in expectation of a surge in demand from automakers. Cobalt prices hit a record high this month on the London Metal Exchange.', 'GM’s new battery design increases the amount of nickel, which enables batteries to store and produce more energy, these people told Reuters.', 'GM engineers are also working on other design and technological advances, according to executives and company patent filings, including more efficient packaging of batteries in vehicles and improved systems for managing energy flow and cooling the battery cells.', 'Without providing details, GM has said it expects these changes to cut the cost of battery cells by more than 30 percent, from $145 per kilowatt-hour to less than $100 by 2021.', 'Battery experts said the full cost of a GM battery pack, such as the one used now in the Bolt EV, is $10,000-$12,000, or nearly one-third of the car’s $36,000 sticker price.', 'By 2021, however, that price could drop to $6,000, according to consultant Jon Bereisa, a former GM engineering director who helped develop the Chevrolet Volt hybrid and spearheaded much of the automaker’s early lithium-ion battery development.', 'With improvements in battery chemistry and packaging, Bereisa said, the next-generation Bolt “could deliver a 45-percent increase in range for about the same (battery) pack cost, or the same range at 45 percent less pack cost.”', 'Pam Fletcher, vice president in charge of GM’s global electric vehicle programs, and other GM executives would not comment on specifics of the new battery system, which is slated to be introduced in 2020-2021.', 'To be sure, electric vehicles account for only a small fraction of global auto sales. Like other manufacturers, GM is banking not only on reducing its own costs and improving vehicle performance, but also on increased demand driven by higher government-mandated electric vehicle quotas in China that are intended to help reduce pollution and the country’s dependence on petroleum.', 'In addition to improving battery and vehicle design and performance, GM is working with Chinese partner SAIC to reduce the cost of assembling electric cars. Sources said GM and SAIC are designing dedicated electric vehicle factories in China that are far smaller, less complex and more efficient than a conventional car plant.', 'BARRA‘S BOLD CLAIM', 'GM has more capital for electric vehicle development because of Barra’s decisions to sell money-losing European operations, exit other unprofitable markets and invest in a new generation of highly profitable, petroleum-fueled large pickup trucks, launching later in 2018.', 'The automaker now has more than 1,700 engineers, designers and researchers working on batteries and electric vehicles, many of them at the GM Technical Center in Warren, Michigan, where the company opened a dedicated battery research center in 2009, a week after it filed for bankruptcy reorganization.', 'Automotive experts say GM’s battery and EV group is one of the largest in the world, rivaled only by Toyota Motor Corp in Japan and Daimler AG in Germany.', 'Toyota has patented more battery technology in recent years than GM, although its focus has been mainly the Prius family of hybrid gasoline-electric vehicles, rather than on pure battery-powered cars like GM’s Bolt EV.', 'GM was issued 661 U.S. patents on battery technology from 2010 through 2015, the latest that such data is available from the United States Patent and Trademark Office, trailing only Toyota’s 762 battery patents among global automakers.', 'For a graphic, clicktmsnrt.rs/2CHPWnx', 'In addition to the battery work, GM engineers are developing a new dedicated “plug and play” structure for its next-generation electric vehicles that is flexible and modular, meaning it will be able to accommodate battery systems of different sizes, as well as hydrogen fuel cells, one of the sources said.', 'In an interview, Mark Reuss, head of global product development, said GM’s strategy to reduce battery cost is not tied to a single improvement such as a change in battery chemistry, but rather a series of continuous enhancements in battery technology and packaging.', '“There are no silver bullets here,” Reuss said. GM also has not solved all the problems required to achieve its goal, he said. “It’s called ‘product development’ for a reason,” he said.', 'The most recent developments and enhancements in battery technology have not been made public, according to GM’s Fletcher.', '“There’s a lot of stuff that we choose not to patent because we don’t want to make it visible” before the new technology goes into production, Fletcher told Reuters.', 'GM’s patent history since 2010 shows a focus on improvements in battery technology, packaging and processing, some of them designed to help boost the battery’s energy and extend vehicle range between charges, according to company filings.', 'GM jointly developed its current battery know-how with Korea’s LG Group, which makes batteries and electronic components for the Bolt. Introduced in October 2016, Bolt was the first mass-produced electric vehicle to go more than 200 miles between charges, and sell at a sticker price of under $40,000. GM sold 23,297 Bolts in 2017.', 'Tesla reported producing just 1,770 of its $35,000 Model 3 sedans in 2017, well short of the company’s original targets.', 'The launch of the Bolt and its warm reception by reviewers, customers and investors was a watershed event for Barra and GM’s top management.', '“It was a ‘holy shit’ moment that made us rethink what might be possible,” said one GM insider.', 'Reporting by Paul Lienert and Joseph White in Detroit; Editing by Edward Tobin']"
0,Rueters,['Cyber Risk'],"January 9, 2018 /  11:46 AM ","Eric Auchard,Supantha Mukherjee","Microsoft says security patches slowing down PCs, servers",[],"['The Microsoft logo is shown on an electric car at the Auto Show in Los Angeles, California, U.S., Nov']","['(Reuters) - Microsoft Corp (MSFT.O) said on Tuesday that software patches released to guard against microchip security threats slowed down some personal computers and servers, with systems running on older Intel Corp (INTC.O) processors seeing a noticeable decrease in performance.', 'The comments in a blog post were the clearest signal from Microsoft that fixes for flaws in microchips from Intel and rivals described last week could meaningfully degrade performance. The topic is of keen interest to large data center operators, which could incur significant cost increases if computers slow down.', 'Microsoft also said that security updates froze some computers using chipsets from Intel rival AMD (AMD.O), dragging AMD’s shares down nearly 4 percent.', 'Shares in Intel, which reiterated on Tuesday that it saw no sign of significant slowdown in computers, fell 2.5 percent taking the loss since the issue surfaced last week to about 7 percent or around $15 billion in market value.', 'AMD shares have gained nearly 20 percent in the last week as investors speculated that the chipmaker could wrest market share from Intel, whose chips were most exposed to the security flaws.', 'Security researchers disclosed the flaws on Jan. 3 that affected nearly every modern computing device containing chips from Intel, AMD and ARM Holdings, owned by Japan’s SoftBank Group Corp (9984.T).', '""We (and others in the industry) had learned of this vulnerability under nondisclosure agreement several months ago and immediately began developing engineering mitigations and updating our cloud infrastructure,"" Microsoft executive Terry Myerson wrote in a blog post on Tuesday. (bit.ly/2mj6f3Q)', 'Internet and networking equipment maker Cisco Systems Inc (CSCO.O) said in a security advisory updated on Tuesday that it has identified 18 vulnerable products, including some of its blade servers, rack servers and routers, and expects to have patches for servers in about five weeks, on February 18.', 'Cisco said it is also looking for problems in nearly 30 other products, including switches and routers. The majority of Cisco’s products were not vulnerable because they are “closed systems that do not allow customers to run custom code on the device,” it said. The memory corruption flaws, named Meltdown and Spectre, could allow hackers to bypass operating systems and other security software to steal passwords or encryption keys on most types of computers, phones and cloud-based servers.', 'ARM Holdings estimated that around 5 percent of more than 120 billion chips its partners have shipped since 1991 was impacted by Spectre. It said the number of chips affected by Meltdown was significantly less.', '“ARM will address Spectre in future processors but there will need to be an ongoing discipline in the design of secure systems which needs to be addressed through both software and hardware,” a company spokesman said in an emailed statement.', 'Intel and AMD have not disclosed the number of chips affected by the security flaws.', 'Intel said a typical home and business PC user should not see significant slowdowns in common tasks such as reading email, writing a document or accessing digital photos. (intel.ly/2FiL0Hk)', 'The chipmaker said last week that fixes for security issues in its microchips would not slow down computers, rebuffing concerns that the flaws would significantly reduce performance.', 'Rival AMD had also played down the threat, saying its products were at “zero risk” from the Meltdown flaw, but that one variant of the Spectre bug could be resolved by software updates from vendors such as Microsoft.', 'But on Tuesday AMD said it was aware of an issue with some older-generation processors following the installation of a Microsoft security update that was published over the weekend.', 'Microsoft said it was working with AMD to resolve the issues.', 'Apple Inc (AAPL.O) also released an updated version of its operating system software on Monday to fix the security flaw.', 'Reporting by Eric Auchard in Frankfurt, Jim Finkle in Toronto and Supantha Mukherjee and Sonam Rai in Bengaluru; Editing by Shounak Dasgupta and Lisa Shumaker']"
0,Rueters,['Business News'],"January 9, 2018 /  10:07 PM ","Gertrude Chavez-Dreyfuss,Trevor Hunnicutt",Road to bitcoin ETF paved with red tape,[],"['The seal of the U.S. Securities and Exchange Commission hangs on the wall at SEC headquarters in Washington, DC, U.S., June 24, 2']","['NEW YORK (Reuters) - The going is getting tough for U.S. companies hoping to win the race to bring a bitcoin exchange-traded fund to market.', 'Bitcoin’s 1,500 percent surge last year has stoked investor demand for any product with exposure to the red-hot asset. A host of companies are jostling to launch exchange-traded funds which would open up the cryptocurrency to a broad retail market.', 'But regulators are asking tough questions, and five fund managers this week shelved plans to launch ETFs based on bitcoin futures, citing concerns from the U.S. Securities and Exchanges Commission.', '“We can expect the SEC to be increasingly watchful over any companies involved in bitcoin activity,” said Marc Butler, a director at compliance management firm Intelligize. “Investors should be warned. If it’s too good to be true, then it probably is.”', 'The SEC has pending applications for at least 14 different bitcoin ETFs or related products, regulatory filings show.', 'A handful of funds have been knocked back. The SEC in March denied a request to list an ETF from investors Cameron and Tyler Winklevoss, owners of the Gemini bitcoin exchange.', 'The Winklevoss fund is seeking to invest in bitcoin directly. Other fund firms staked their hopes on recently launched U.S.-listed bitcoin futures contracts, which promised a more stable base for ETFs than the largely unregulated virtual currency spot market.', 'But on Monday, Rafferty Asset Management LLC, which manages the Direxion brand and hopes to list leveraged funds that would double bitcoin’s daily price moves, disclosed that the SEC was concerned about the “liquidity and valuation” of bitcoin futures contracts. It said the regulator told it to withdraw its application until it could address those issues.', 'On Tuesday, ProShare Capital Management LLC, Van Eck Associates Corp and First Trust Advisors LP said in filings that SEC staff asked them to shelve plans for bitcoin ETFs.', 'Direxion, ProShares, VanEck and the SEC declined to comment. First Trust did not immediately respond to an email.', 'BitcoinBTC=BTSPwas last down 1.5 percent at $14,779 on the Luxembourg-based Bitstamp exchange.', 'The race to launch bitcoin funds is still likely to charge forward, analysts said, as fund managers rush to address the SEC’s concerns and redesign their funds to placate the regulator.', '“This is being driven by retail demand,” said Axel Merk, founder and chief investment officer of Merk Investments, which launched a physically backed gold ETF in 2014. “If people are enthusiastic about bitcoin, then people are going to try to market a bitcoin ETF.”', 'Merk said he knows of several funds that have examined the criticisms of the past filings and are determined to push through with their bitcoin ETF launches.', 'Some are also attempting indirect approaches that could provide bitcoin exposure via more traditional assets.', 'Five fund managers, for instance, have filed proposals for funds that would invest primarily in stocks with exposure to bitcoin or blockchain, the technology used to record bitcoin transactions.', 'Thorny questions remain for funds that seek to trade in bitcoin futures, including the level of margin required to trade futures and the potential for bitcoin futures to trade at dramatically different prices than the cryptocurrency itself, according to two people who did not want to be identified revealing discussions they had with the SEC.', 'Regulatory concerns did not stop the market from opening up by way of futures, though scrutiny of digital currency contracts now appears to be ramping up.', 'The U.S. Commodity Futures Trading Commission last month allowed CME Group Inc (CME.O) and CBOE Global Markets Inc (CBOE.O) to list bitcoin futures contracts, but recently sought to review its process for listing digital currency futures.', 'Still, some think that, head-spinning volatility of bitcoin aside, U.S. capital markets risk missing out on a burgeoning technology if they are too cautious.', '“If the SEC doesn’t start allowing products, the capital markets here in the United States will get left behind by those in Europe and Asia. That’s always a concern,” said Trace Schmeltz, a partner at Barnes & Thornburg in Chicago.', 'Reporting by Gertrude Chavez-Dreyfuss and Trevor Hunnicutt; Additional reporting by Jemima Kelly in London; Editing by Megan Davies and Meredith Mazzilli']"
0,Rueters,['Technology News'],"January 8, 2018 /  9:00 PM /",Sijia Jiang,Huawei's AT&T U.S. smartphone deal collapses,[],"['HONG KONG (Reuters) - Huawei Technologies Co Ltd’s [HWT.UL] planned deal with U.S. carrier AT&T Inc (T.N) to sell its smartphones in the United States has collapsed at the 11th hour because of security concerns, people with knowledge of the matter said, in a blow to the Chinese firm’s global ambitions.']","['HONG KONG (Reuters) - Huawei Technologies Co Ltd’s [HWT.UL] planned deal with U.S. carrier AT&T Inc (T.N) to sell its smartphones in the United States has collapsed at the 11th hour because of security concerns, people with knowledge of the matter said, in a blow to the Chinese firm’s global ambitions.', 'AT&T was pressured to drop the deal after members of the U.S. Senate and House intelligence committees sent a letter on Dec. 20 to the U.S. Federal Communications Commission (FCC) citing concerns about Huawei’s plans to launch consumer products through a major U.S. telecom carrier.', 'The letter to FCC Chairman Ajit Pai, which was signed by 18 lawmakers, noted concerns about Chinese companies in the U.S. telecommunications industry.', 'The letter notes the committee’s concerns “about Chinese espionage in general, and Huawei’s role in that espionage in particular.” A copy of the letter was seen by Reuters.', 'Huawei said in a statement on Tuesday that its flagship smartphone Mate 10 Pro - Huawei’s challenger to the iPhone - will be sold in the United States only through open channels.', '“The U.S. market presents unique challenges for Huawei, and while the HUAWEI Mate 10 Pro will not be sold by U.S. carriers, we remain committed to this market now and in the future,” it said.', 'Huawei’s Washington-based spokesman William Plummer said on Tuesday that “privacy and security are always our first priority.”', '“We are compliant with the world’s most stringent privacy protection frameworks and requirements and have gained the trust of over 150 million customers in the past year alone,” Plummer said in an email.', 'Huawei is the world’s third largest smartphone vendor by volume after Samsung Electronics (005930.KS) and Apple Inc (AAPL.O), but it has a mere 0.5 percent share of the U.S. smartphone market, compared with 39 percent for Apple and 18 percent for Samsung, according to industry tracker Canalys.', 'Washington began to have concerns about Chinese investment in the United States before President Donald Trump took office last year, and those concerns have heightened.', 'Because of this skepticism, including the U.S. government’s rejection of several Chinese deals, Chinese investment in the United States fell to $25 billion last year from $50 billion in 2016, according to Derek Scissors, a China expert at the American Enterprise Institute.', 'Among the deals killed recently by the multi-agency Committee on Foreign Investment in the United States (CFIUS) were Ant Financial’s plan to buy U.S. money transfer company MoneyGram International Inc (MGI.O), the purchase by China-backed Canyon Bridge Capital Partners LLC of a U.S. chip maker and plans by Zhongwang USA, backed by a Chinese aluminum tycoon, to buy a U.S. aluminum maker.', 'In 2012, Huawei and ZTE Corp (000063.SZ) (0763.HK) were the subject of a U.S. investigation into whether their equipment provided an opportunity for foreign espionage and threatened critical U.S. infrastructure - a link that Huawei has consistently denied.', 'In the United States, where telecom carriers dominate the distribution channel by typically providing subsidies and special package deals, Huawei had been unable to make any significant inroads due to national security concerns.', 'AT&T declined to comment.', 'The flagship Mate 10 Pro that was to be introduced is Huawei’s most high-end product to date, equipped with its own AI-powered chips that Huawei says process data much faster than those used by Apple and Samsung. It was launched in Europe in October with a price tag of 799 euros ($955).', '“This makes it very difficult for Huawei to get significant in the U.S. as the open channels account for only about 10-11 percent of the market,” said Canalys analyst Mo Jia, referring to sales channels outside telecom carriers and vendors’ own stores.', 'He said Huawei’s proprietary mobile chips may have presented a bigger regulatory hurdle for its U.S. market entry in the current political climate, compared with other Chinese vendors’ entry strategy that relies on U.S. chip suppliers.', '($1 = 0.8363 euro)', 'Reporting by Sijia Jiang in Hong Kong; Additional reporting by Stephen Nellis in San Francisco, Anjali Athavaley in New York, David Shepardson and Diane Bartz in Washington, and Sonam Rai in Bengaluru; Editing by Chris Sanders, Andrew Hay and Paul Simao']"
0,Rueters,['Business News'],"January 29, 2018 /  9:37 AM ","Dewey Sim,Jamie Freed","Singapore Airlines to boost digital investment to improve revenue, cut costs",[],"['SINGAPORE (Reuters) - Singapore Airlines Ltd will invest “hundreds of millions” of dollars in digital technology over several years as part of a broader transformation designed to remain competitive against global rivals, its chief executive said on Monday.']","['SINGAPORE (Reuters) - Singapore Airlines Ltd will invest “hundreds of millions” of dollars in digital technology over several years as part of a broader transformation designed to remain competitive against global rivals, its chief executive said on Monday.', 'The investment is aimed at boosting revenue and reducing maintenance costs and travel delays, CEO Goh Choon Phong told media, adding that the carrier would tie up with four Singapore research agencies.', '“Competition has become much more intense and we are very mindful that we need to reinvent ourselves and find new ways to distinguish (Singapore Airlines) from others in order to stay ahead of our competition,” he said.', 'Goh declined to provide more detailed figures or an exact timeline for the investment plans, which he said had already begun.', 'Airlines around the world are looking to harness financial benefits from their data collection to help lift revenue at a time of low ticket prices.', 'Other initiatives the premium Asian carrier has announced so far as part of the three-year transformation program include adding more seats to its Airbus SE A380s, shifting some routes to low-cost carrier Scoot and merging the finance teams of the flagship airline and its short-haul arm SilkAir.', 'The airline, like its Hong Kong-based rival Cathay Pacific Airways, has been struggling against mounting global competition from Chinese and Middle Eastern rivals and low-cost carriers, without domestic flights to underpin their earnings.', 'Singapore Airlines said it would invest in automated technology research to lower maintenance costs and decrease aircraft delays, under a collaboration with the Agency for Science, Technology and Research (A*STAR).', 'National University of Singapore (NUS) will aid the carrier in tackling other business challenges such as revenue management, where it plans to improve forecasting to better understand demand patterns.', 'The airline’s staff will also be invited to pitch digital ideas, with initial grants of S$5,000 being given to suggestions deemed worthy of further testing, Goh said.', 'Singapore Airlines could potentially boost earnings by S$800 million ($610.8 million) a year if it could successfully collect and monetize passenger data, Corrine Png, the CEO of transport research firm Crucial Perspective, forecast in a report published on Jan. 23.', '“This will return Singapore Airlines to its glorious days of earning over S$1 billion net profit a year which would be a significant positive share price driver,” she said.', 'Singapore Airlines reported a S$360 million net profit in the financial year ended March 31, 2017.', '($1 = 1.3097 Singapore dollars)', 'Reporting by Dewey Sim and Jamie Freed; Editing by Amrutha Gayathri']"
0,Rueters,['Business News'],"January 29, 2018 /  9:31 AM ","Jan Schwartz,Edward Taylor",VW faces inquiry call over diesel fumes test on monkeys,[],"['FRANKFURT (Reuters) - Volkswagen’s (VOWG_p.DE) supervisory board called for an immediate inquiry into who commissioned tests in which monkeys were exposed to toxic diesel fumes, while the German government said such studies were unjustifiable.']","['FRANKFURT (Reuters) - Volkswagen’s (VOWG_p.DE) supervisory board called for an immediate inquiry into who commissioned tests in which monkeys were exposed to toxic diesel fumes, while the German government said such studies were unjustifiable.', '“I will do everything possible to ensure that this matter is investigated in detail,” Volkswagen supervisory board Chairman Hans Dieter Poetsch said in a statement on Monday.', '“Whoever is responsible for this must of course be held accountable,” Poetsch said in response to a New York Times report on Friday that German carmakers had used an organization called European Research Group on Environment and Health in the Transport Sector (EUGT) to commission the tests.', 'The study, conducted in 2014, was designed to defend diesel following revelations that the fuel’s exhaust fumes were carcinogenic, the newspaper reported.', 'Reuters could not immediately confirm the details and purpose of the study and EUGT, which was dissolved last year, could not be reached for comment.', 'EUGT received all of its funding from VW and fellow German carmakers Daimler and BMW, the New York Times said.', 'Volkswagen, Daimler and BMW on Saturday denounced the study, whose revelation is the latest aftershock from the VW emissions-rigging scandal, which continues to rock the auto industry.', 'On Monday Volkswagen said that some staff members, whom it did not identify, including some in its legal department, at the VW brand’s technical development division and at Volkswagen of America, had been aware of the tests at the time.', 'But Volkswagen said the study was never discussed in any management board meetings, after German daily Bild earlier reported that an internal e-mail showed that at least some senior managers were informed about the design of the research.', 'In another related development, German daily Stuttgarter Zeitung reported on Sunday that EUGT also sponsored scientific studies testing nitrogen dioxide, a gas found in exhaust fumes, on people.', 'Aachen University’s research hospital confirmed on Monday that EUGT had sponsored a study in 2013 and 2014 but said it was related to workplace safety, not diesel emissions.', 'As part of the study, 25 people were exposed to varying levels of nitrogen dioxide for three hours to investigate the possible health effects of the chemical compound in concentrations below the limit for workplaces, Uniklinik RWTH Aachen said in a statement.', 'The German government said on Monday that any auto emissions testing on monkeys or people were unjustifiable.', '“These tests on monkeys or even people are in no ethical way justifiable and raise many critical questions about those who are behind the tests,” government spokesman Steffen Seibert told a regular government news conference in Berlin.', 'Stephan Weil, who represents the German state of Lower Saxony, a VW shareholder, on the carmaker’s supervisory board, said the board was pressing the carmaker to urgently provide information about what the aim of the studies was.', '“After the matter has been cleared up there will also be the question of who was personally responsible,” he told journalists at a news conference on Monday.', 'Writing by Maria Sheahan; Editing by Susan Fenton and Alexander Smith']"
0,Rueters,['World News'],"January 29, 2018 /  9:31 AM ",Reuters Staff,Saudi Arabia's Ibrahim to keep control of broadcaster MBC - executive,[],"['KHOBAR, Saudi Arabia (Reuters) - Saudi Arabia’s Waleed al-Ibrahim will keep management control of regional television broadcaster MBC following his release from detention in a corruption probe, a senior MBC executive told Reuters on Monday.']","['KHOBAR, Saudi Arabia (Reuters) - Saudi Arabia’s Waleed al-Ibrahim will keep management control of regional television broadcaster MBC following his release from detention in a corruption probe, a senior MBC executive told Reuters on Monday.', 'The executive, speaking on condition of anonymity under briefing rules, said Ibrahim’s 40 percent stake in MBC would not change and that he was found innocent of any wrongdoing in the probe.', 'Ibrahim, who at the weekend was released along with at least half a dozen other prominent Saudi businessmen detained in the probe, reiterated his allegiance to Saudi Arabia and the ruling family, the executive said.', 'During his 83 days of detention, Ibrahim was well treated, the executive said, adding that his boss was now free to travel but planned to stay in Riyadh for a couple of weeks to handle business.', 'At the weekend, Saudi officials told Reuters that Ibrahim had reached a financial settlement with authorities in the probe, and that settlements did not occur unless suspects had admitted wrongdoing in writing. They did not elaborate.', 'Officials did not respond to requests for comment on Ibrahim’s case on Monday.', 'Reporting by Reem Shamseddine; Writing by Andrew Torchia; Editing by Toby Chopra, William Maclean']"
